"days","loss_count","loss_type","claim_source","time_frame","loss_country","minimum","maximum","category","source_target"
270,1868,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
270,393,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
270,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
270,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
270,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
270,1537,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
270,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
270,4371,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
270,1500,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
271,84600,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
271,2892,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
271,5822,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
271,1870,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
271,393,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
271,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
271,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
271,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
271,1537,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
271,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
271,4378,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
272,6900,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
272,10000,"Civilian Injuries-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Injuries","United Nations-Ukraine"
272,6595,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
272,10189,"Civilian Injuries-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Injuries","United Nations-Ukraine"
272,85000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
272,2895,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
272,5827,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
272,1882,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
272,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
272,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
272,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
272,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
272,1537,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
272,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
272,4393,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
259,1e+05,"Military Casualties-Ukraine","US Source","Cumulative","Ukraine",0,0,"Military Casualties","US Source-Ukraine"
107,6500,"Civilian Deaths-Ukraine","UA Source","Cumulative","Ukraine",0,0,"Civilian Deaths","UA Source-Ukraine"
107,10000,"Civilian Injuries-Ukraine","UA Source","Cumulative","Ukraine",0,0,"Civilian Injuries","UA Source-Ukraine"
107,17000,"Civilian Casualties-Ukraine","UA Source","Cumulative","Ukraine",0,0,"Civilian Casualties","UA Source-Ukraine"
274,1503,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
273,85410,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
273,2897,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
273,5832,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
273,1887,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
273,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
273,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
273,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
273,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
273,1537,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
273,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
273,4396,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
273,6500,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
273,16000,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
273,85000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
274,154,"MLRS-Russia","OSI","Cumulative","Russia",1,0,"MLRS","OSI-Russia"
274,63,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
274,71,"Helicopters-Russia","OSI","Cumulative","Russia",1,0,"Helicopters","OSI-Russia"
274,12,"Ships-Russia","OSI","Cumulative","Russia",1,0,"Ships","OSI-Russia"
274,85720,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
274,2898,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
274,5837,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
274,1889,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
274,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
274,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
274,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
274,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
274,1547,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
274,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
274,4400,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
275,9311,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
275,1e+05,"Military Casualties-Russia","Other","Cumulative","Russia",0,0,"Military Casualties","Other-Russia"
275,86150,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
275,2899,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
275,5844,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
275,1895,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
275,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
275,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
275,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
275,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
275,1553,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
275,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
275,4404,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
276,86710,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
276,2901,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
276,5848,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
276,1896,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
276,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
276,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
276,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
276,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
276,1554,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
276,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
276,4406,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
277,87000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
277,87310,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
277,2905,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
277,5856,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
277,1897,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
277,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
277,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
277,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
277,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
277,1555,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
277,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
277,4412,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
278,87900,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
278,5861,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
278,4416,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
278,2908,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
278,1899,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
278,1555,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
278,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
278,278,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
278,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
278,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
278,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
280,20000,"Civilian Deaths-Ukraine","Other","Cumulative","Ukraine",0,0,"Civilian Deaths","Other-Ukraine"
280,1e+05,"Military Casualties-Ukraine","Other","Cumulative","Ukraine",0,0,"Military Casualties","Other-Ukraine"
279,88380,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
279,2911,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
279,5866,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
279,1901,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
279,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
279,209,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
279,280,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
279,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
279,1555,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
279,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
279,4423,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
280,17000,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
280,1e+05,"Military Deaths-Ukraine","Other","Cumulative","Ukraine",0,0,"Military Deaths","Other-Ukraine"
281,89440,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
281,2915,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
281,5877,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
281,1904,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
281,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
281,210,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
281,280,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
281,261,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
281,1562,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
281,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
281,4441,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
282,90090,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
282,2916,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
282,5883,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
282,1905,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
282,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
282,210,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
282,280,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
282,262,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
282,1564,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
282,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
282,4464,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
281,1e+05,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
30,1300,"Military Deaths-Russia","RU Source","Cumulative","Russia",0,0,"Military Deaths","RU Source-Russia"
282,17000,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
283,90600,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
283,2917,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
283,5886,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
283,1906,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
283,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
283,210,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
283,280,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
283,263,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
283,1572,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
283,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
283,4472,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
282,286,"Jets-Russia","OSI","Cumulative","Russia",1,0,"Jets","OSI-Russia"
282,129,"UAVs-Ukraine","OSI","Cumulative","Ukraine",1,0,"UAVs","OSI-Ukraine"
282,300,"Tanks-Ukraine","OSI","Cumulative","Ukraine",1,0,"Tanks","OSI-Ukraine"
282,200,"Armored Vehicles-Ukraine","OSI","Cumulative","Ukraine",1,0,"Armored Vehicles","OSI-Ukraine"
282,1500,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
284,91150,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
284,2922,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
284,5892,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
284,1908,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
284,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
284,210,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
284,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
284,263,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
284,1573,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
284,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
284,4479,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
285,91690,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
285,2924,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
285,5900,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
285,1914,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
285,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
285,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
285,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
285,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
285,1582,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
285,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
285,4497,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
286,92200,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
286,2929,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
286,5905,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
286,1915,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
286,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
286,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
286,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
286,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
286,1587,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
286,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
286,4505,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
287,92740,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
287,2935,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
287,5909,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
287,1923,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
287,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
287,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
287,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
287,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
287,1601,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
287,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
287,4526,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
287,1500,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
287,700,"Armored Vehicles-Russia","OSI","Cumulative","Russia",1,0,"Armored Vehicles","OSI-Russia"
287,1700,"Artillery-Russia","OSI","Cumulative","Russia",1,0,"Artillery","OSI-Russia"
288,17000,"Civilian Casualties-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Casualties","United Nations-Ukraine"
288,90000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
288,93080,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
288,2937,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
288,5911,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
288,1925,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
288,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
288,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
288,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
288,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
288,1603,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
288,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
288,4528,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
289,93390,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
289,2837,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
289,5912,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
289,1926,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
289,395,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
289,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
289,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
289,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
289,1603,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
289,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
289,4531,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
290,93760,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
290,2940,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
290,5917,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
290,1927,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
290,397,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
290,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
290,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
290,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
290,1603,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
290,16,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
290,4535,"Vehicles & Fuel Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Vehicles & Fuel Tanks","UA Source-Russia"
286,8300,"Military Deaths-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Military Deaths","RU Source-Ukraine"
293,95260,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
293,2966,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
293,5930,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
293,1931,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
293,404,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
293,211,"AA Systems-Russia","UA Source","Cumulative","Russia",0,0,"AA Systems","UA Source-Russia"
293,281,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
293,264,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
